ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1536639,G279063,5/15/2001 1:15,069XX S MICHIGAN AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,3491,FALSE,FALSE,322,NA,NA,NA,04B,1178326,1858850,2001,ERROR,41.7679928,-87.62190755,"(41.767992795, -87.621907549)"
8590655,HV265015,4/30/2012 16:07,020XX W 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,3738,TRUE,FALSE,726,7,15,67,26,1163970,1862819,2012,1/5/2012 5:05,41.77919807,-87.67441749,"(41.779198065, -87.674417489)"
3957643,HL229706,3/12/2005 2:50,038XX W 45TH PL,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,1543,TRUE,FALSE,821,8,14,57,18,1151741,1874241,2005,ERROR,41.81079012,-87.7189514,"(41.810790121, -87.718951399)"
5944517,HN743446,12/1/2007 8:00,052XX W HUTCHINSON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1515,FALSE,FALSE,1624,16,38,15,7,1140768,1927717,2007,10/12/2007 1:03,41.95774319,-87.75788469,"(41.957743188, -87.757884694)"
8314963,HT548064,10/18/2011 11:20,039XX W WILCOX ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,2006,FALSE,FALSE,1122,11,28,26,04A,1150350,1899010,2011,ERROR,41.87878658,-87.7234083,"(41.878786581, -87.723408302)"
2262015,HH538299,7/27/2002 0:01,070XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,4192,FALSE,FALSE,833,NA,13,65,14,1150947,1857820,2002,ERROR,41.76574392,-87.72229181,"(41.765743919, -87.722291814)"
3238230,HK259979,3/24/2004 11:30,019XX W PRYOR AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,692,FALSE,FALSE,2212,22,19,75,26,1165739,1831480,2004,ERROR,41.69316178,-87.66881924,"(41.69316178, -87.668819238)"
8307337,HT541535,10/13/2011 19:10,016XX S DRAKE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,3686,TRUE,FALSE,1021,10,24,29,18,1153013,1891601,2011,ERROR,41.85840312,-87.71382655,"(41.858403118, -87.713826549)"
8075720,HT308470,5/22/2011 12:18,030XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,2281,TRUE,FALSE,2521,25,31,19,18,1141796,1919925,2011,ERROR,41.93634221,-87.75429889,"(41.936342208, -87.754298893)"
1831471,G661456,11/2/2001 23:30,006XX E 46 ST,810,THEFT,OVER $500,APARTMENT,3210,FALSE,FALSE,222,NA,NA,NA,6,1181656,1874705,2001,4/12/2014 12:43,41.81142411,-87.60921219,"(41.811424106, -87.609212194)"
1577474,G323442,6/4/2001 17:25,005XX S DESPLAINES ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,4460,TRUE,FALSE,131,NA,NA,NA,18,1172055,1897694,2001,ERROR,41.87472446,-87.64375085,"(41.874724464, -87.643750852)"
6763360,HR180663,2/20/2009 17:00,028XX N CLARK ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2537,FALSE,FALSE,1932,19,44,6,6,1171377,1919102,2009,ERROR,41.93348414,-87.64561002,"(41.933484144, -87.645610016)"
6307441,HP396661,6/14/2008 20:00,105XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4564,FALSE,FALSE,512,5,34,49,14,1177515,1834741,2008,ERROR,41.70185305,-87.62560689,"(41.701853045, -87.625606891)"
1963559,HH143797,1/23/2002 15:00,005XX W HARRISON ST,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,HOTEL/MOTEL,4004,TRUE,FALSE,131,NA,NA,NA,26,1173114,1897625,2002,ERROR,41.87451171,-87.63986474,"(41.874511711, -87.639864736)"
4056395,HL405242,6/7/2005 1:00,060XX S MARSHFIELD AVE,820,THEFT,$500 AND UNDER,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,154,FALSE,FALSE,714,7,15,67,6,1166409,1864855,2005,4/12/2014 12:43,41.78473347,-87.66541787,"(41.784733473, -87.665417872)"
6587922,HP660944,11/1/2008 23:35,069XX N GLENWOOD AVE,460,BATTERY,SIMPLE,SIDEWALK,4341,FALSE,FALSE,2431,24,49,1,08B,1165536,1945973,2008,3/11/2008 8:27,42.00734571,-87.66630641,"(42.007345709, -87.666306413)"
7794546,HS604138,11/7/2010 23:30,025XX S CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,4457,FALSE,TRUE,1033,10,12,30,08B,1158063,1887206,2010,ERROR,41.84624128,-87.6954096,"(41.846241276, -87.695409603)"
9556953,HX208548,4/2/2014 10:30,023XX N KEDZIE BLVD,890,THEFT,FROM BUILDING,RESIDENCE,1548,FALSE,FALSE,1413,14,26,22,6,1154602,1915578,2014,5/4/2014 0:39,41.92416671,-87.70735179,"(41.924166711, -87.707351793)"
4911586,HM527657,8/8/2006 9:00,013XX W HASTINGS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,615,FALSE,FALSE,1231,12,2,28,11,1167818,1893895,2006,9/9/2006 4:19,41.86439206,-87.65941673,"(41.864392058, -87.659416725)"
8530103,HV207352,3/21/2012 3:28,037XX N DRAKE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,1354,FALSE,FALSE,1732,17,35,16,04B,1152101,1924527,2012,ERROR,41.94877321,-87.71630487,"(41.948773209, -87.716304871)"
3202279,HK212812,3/1/2004 4:50,119XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,4345,FALSE,FALSE,532,5,9,53,3,1178938,1826078,2004,ERROR,41.67804832,-87.62065876,"(41.678048316, -87.620658763)"
1535129,G277552,5/14/2001 13:00,070XX S RHODES AV,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",895,FALSE,FALSE,322,NA,NA,NA,08B,1181167,1858324,2001,ERROR,41.76648444,-87.61151025,"(41.766484442, -87.611510246)"
9439829,HW583592,12/22/2013 9:00,010XX W COLUMBIA AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,4348,TRUE,FALSE,2432,24,49,1,6,1167737,1945049,2013,ERROR,42.0047629,-87.65823536,"(42.004762897, -87.658235361)"
1486467,G222730,4/19/2001 14:30,007XX N MICHIGAN AV,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,255,TRUE,FALSE,1834,NA,NA,NA,6,1177338,1905329,2001,4/12/2014 12:43,41.8955572,-87.62412247,"(41.8955572, -87.624122473)"
3473591,HK542000,8/7/2004 2:10,0000X W MAPLE ST,460,BATTERY,SIMPLE,STREET,4558,FALSE,FALSE,1824,18,42,8,08B,1176112,1907663,2004,ERROR,41.90198953,-87.62855481,"(41.90198953, -87.628554812)"
6110065,HP205470,3/1/2008 12:00,051XX S HYDE PARK BLVD,810,THEFT,OVER $500,STREET,2074,FALSE,FALSE,2132,2,4,41,6,1188191,1871483,2008,5/3/2008 12:11,41.80242912,-87.58534542,"(41.80242912, -87.585345416)"
2531598,HJ111717,12/27/2002 14:00,005XX N STATE ST,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,3490,FALSE,FALSE,1834,NA,42,8,6,1176317,1903817,2002,ERROR,41.89143129,-87.62791798,"(41.891431292, -87.62791798)"
8908679,HV581869,11/29/2012 17:00,029XX S DR MARTIN LUTHER KING JR DR,880,THEFT,PURSE-SNATCHING,RESIDENCE PORCH/HALLWAY,2582,FALSE,FALSE,133,1,4,35,6,1179425,1885823,2012,2/12/2012 14:35,41.84198404,-87.61705529,"(41.841984044, -87.617055292)"
8613270,HV287141,2/24/2012 9:00,039XX W 79TH ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",4666,FALSE,FALSE,834,8,18,70,6,1151305,1851848,2012,ERROR,41.74934876,-87.72113538,"(41.749348763, -87.721135378)"
7961115,HT185399,3/2/2011 11:00,017XX N WHIPPLE ST,460,BATTERY,SIMPLE,STREET,631,FALSE,FALSE,1421,14,26,23,08B,1155646,1911652,2011,ERROR,41.91337247,-87.70362162,"(41.91337247, -87.703621623)"
7919740,HT148765,2/5/2011 14:25,075XX S YALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,3762,FALSE,TRUE,623,6,17,69,08B,1175854,1854934,2011,8/2/2011 15:08,41.75730259,-87.6310857,"(41.75730259, -87.631085699)"
2663371,HJ278006,4/1/2003 19:15,067XX S WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,1220,FALSE,FALSE,726,NA,15,67,26,1164809,1859980,2003,ERROR,41.77138979,-87.67142173,"(41.77138979, -87.67142173)"
6550942,HP624443,10/12/2008 17:30,071XX S LAWNDALE AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),1714,FALSE,FALSE,833,8,13,65,6,1152981,1856803,2008,ERROR,41.76291321,-87.71486324,"(41.762913214, -87.714863238)"
9052143,HW197487,3/18/2013 16:14,006XX W CHICAGO AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,1207,FALSE,TRUE,1822,18,27,8,08B,1172179,1905661,2013,ERROR,41.89658369,-87.64306029,"(41.896583685, -87.643060288)"
2128982,HH359279,5/9/2002 8:20,040XX S FEDERAL ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,2837,TRUE,FALSE,214,NA,3,38,18,1176399,1878070,2002,ERROR,41.8207779,-87.62839315,"(41.820777898, -87.628393146)"
9466436,HX119098,1/18/2014 12:15,016XX N MAPLEWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE,3224,TRUE,FALSE,1434,14,1,24,08A,1159155,1910783,2014,ERROR,41.91091645,-87.69075419,"(41.910916447, -87.690754192)"
6833293,HR212717,3/12/2009 23:27,067XX S PARNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,4242,FALSE,FALSE,722,7,6,68,14,1173780,1859903,2009,2/4/2009 16:12,41.77098433,-87.63853948,"(41.770984325, -87.638539479)"
5816963,HN621314,9/30/2007 22:18,033XX W 65TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,3009,TRUE,FALSE,823,8,15,66,14,1155444,1861367,2007,ERROR,41.77538858,-87.70571376,"(41.775388583, -87.705713759)"
8683873,HV358753,6/29/2012 14:40,062XX S EBERHART AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,2697,TRUE,FALSE,313,3,20,42,18,1180607,1863977,2012,ERROR,41.78200971,-87.61338938,"(41.782009714, -87.613389379)"
9332406,HW476255,10/2/2013 9:15,003XX E 51ST ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1444,TRUE,FALSE,231,2,3,40,6,1179083,1871232,2013,2/10/2013 12:40,41.801953,-87.61875563,"(41.801952997, -87.618755627)"
6106681,HP199670,2/27/2008 19:00,003XX W 45TH ST,890,THEFT,FROM BUILDING,PARK PROPERTY,1877,FALSE,FALSE,935,9,3,37,6,1174657,1874998,2008,1/3/2008 9:26,41.81238709,-87.63487519,"(41.812387089, -87.634875192)"
8322735,HT556921,10/24/2011 9:45,016XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,2411,FALSE,TRUE,1211,12,2,28,14,1165749,1899667,2011,10/11/2011 16:19,41.88027523,-87.66684744,"(41.880275226, -87.666847435)"
8806688,HV480499,9/17/2012 23:00,066XX S GREENWOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,661,TRUE,TRUE,321,3,5,42,08A,1184405,1861060,2012,ERROR,41.7739171,-87.59955634,"(41.773917101, -87.599556337)"
5649250,HN423753,6/23/2007 12:55,033XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,OTHER,203,FALSE,FALSE,1413,14,35,22,6,1153552,1915794,2007,4/12/2014 12:43,41.9247804,-87.71120418,"(41.924780401, -87.711204182)"
9481419,HX134548,1/31/2014 16:30,008XX N RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,535,TRUE,FALSE,1112,11,27,23,18,1151276,1905276,2014,5/2/2014 0:38,41.89596303,-87.7198437,"(41.895963033, -87.719843697)"
7452945,HS254403,4/12/2010 18:00,011XX S DELANO CT E,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,4917,FALSE,TRUE,131,1,2,32,26,1175238,1895318,2010,ERROR,41.8681338,-87.63213561,"(41.8681338, -87.632135611)"
9863463,HX513290,11/20/2014 1:26,028XX W LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,3692,TRUE,FALSE,1911,19,47,4,08B,1156822,1931722,2014,ERROR,41.96842214,-87.69875541,"(41.968422144, -87.698755406)"
3888951,HL158249,2/2/2005 13:25,035XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,2282,TRUE,FALSE,1121,11,27,23,18,1152516,1905145,2005,ERROR,41.89557914,-87.71529287,"(41.895579135, -87.715292874)"
5869284,HN668807,10/24/2007 23:00,049XX W WEST END AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,934,FALSE,FALSE,1532,15,28,25,3,1143315,1900566,2007,ERROR,41.88319072,-87.74920086,"(41.883190721, -87.749200857)"
2703495,HJ328167,4/27/2003 16:00,053XX S MAY ST,610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,3328,FALSE,FALSE,934,NA,16,61,5,1169605,1869148,2003,ERROR,41.79644524,-87.65357556,"(41.796445235, -87.653575559)"
4257280,HL574185,8/27/2005 1:30,084XX S ELIZABETH ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,2999,FALSE,FALSE,613,6,21,71,5,1169506,1848666,2005,ERROR,41.74024219,-87.65453137,"(41.740242188, -87.65453137)"
5932502,HN731979,11/28/2007 9:30,077XX S BURNHAM AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",3095,FALSE,FALSE,421,4,7,43,08B,1196020,1854375,2007,11/12/2007 1:04,41.75529317,-87.55720002,"(41.755293165, -87.557200019)"
6238887,HP326210,5/9/2008 8:00,011XX N CLARK ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1292,FALSE,FALSE,1824,18,42,8,6,1175376,1907750,2008,12/5/2008 11:05,41.90224482,-87.6312556,"(41.902244823, -87.631255595)"
1875426,G723872,12/3/2001 3:00,043XX S SAWYER AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4250,FALSE,FALSE,821,NA,NA,NA,7,1155459,1875390,2001,ERROR,41.81386938,-87.7052832,"(41.813869382, -87.705283202)"
7725847,HS533443,9/25/2010 13:18,023XX N LONG AVE,810,THEFT,OVER $500,PARK PROPERTY,2755,FALSE,FALSE,2515,25,37,19,6,1139957,1914995,2010,ERROR,41.92284766,-87.76117841,"(41.922847656, -87.761178414)"
3451995,HK003019,7/24/2004 1:30,013XX N HALSTED ST,2027,NARCOTICS,POSS: CRACK,STREET,687,TRUE,FALSE,1822,18,27,8,18,1170807,1909089,2004,ERROR,41.9060205,-87.64799879,"(41.906020499, -87.647998785)"
4626034,HM223084,3/9/2006 20:19,060XX S HARPER AVE,890,THEFT,FROM BUILDING,APARTMENT,985,FALSE,TRUE,314,3,5,42,6,1187444,1865041,2006,ERROR,41.7847696,-87.58828969,"(41.784769597, -87.588289691)"
2635210,HJ244826,3/17/2003 22:30,041XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4737,FALSE,FALSE,2534,25,30,23,7,1148753,1910358,2003,ERROR,41.90995769,-87.72897873,"(41.90995769, -87.728978726)"
4038854,HL311429,4/22/2005 14:30,055XX N LINCOLN AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,HOTEL/MOTEL,2883,TRUE,FALSE,2011,20,40,4,16,1158216,1936790,2005,ERROR,41.98230054,-87.69349054,"(41.982300536, -87.693490542)"
4031728,HL384570,5/28/2005 7:00,003XX N LATROBE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4941,FALSE,FALSE,1523,15,28,25,7,1141271,1901864,2005,11/6/2007 15:52,41.88679053,-87.75667462,"(41.886790527, -87.756674616)"
9537378,HX190485,3/19/2014 9:02,118XX S PERRY AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,2791,FALSE,TRUE,522,5,34,53,04B,1177670,1826389,2014,4/4/2014 0:38,41.67893043,-87.62529071,"(41.678930434, -87.625290705)"
7080558,HR488689,8/17/2009 13:55,012XX W ARTHUR AVE,850,THEFT,ATTEMPT THEFT,SIDEWALK,2422,FALSE,FALSE,2432,24,40,1,6,1166693,1943419,2009,ERROR,42.00031267,-87.66212327,"(42.000312672, -87.662123274)"
6119164,HP210946,3/6/2008 13:17,020XX N SEDGWICK ST,460,BATTERY,SIMPLE,STREET,3739,TRUE,FALSE,1814,18,43,7,08B,1173293,1914116,2008,10/3/2008 8:28,41.91975996,-87.63871733,"(41.919759963, -87.638717325)"
5259619,HN135255,1/20/2007 17:00,041XX N CLARENDON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,2690,FALSE,FALSE,2322,19,46,3,5,1170144,1927369,2007,12/2/2007 6:20,41.95619617,-87.64989895,"(41.956196167, -87.649898952)"
9177023,HW321951,6/16/2013 23:00,002XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4706,TRUE,FALSE,511,5,9,49,18,1176620,1836684,2013,ERROR,41.70720505,-87.62882589,"(41.707205049, -87.628825892)"
2827497,HJ477324,7/7/2003 1:35,046XX N CLIFTON AVE,460,BATTERY,SIMPLE,STREET,1471,FALSE,FALSE,2311,19,46,3,08B,1167640,1930699,2003,ERROR,41.96538824,-87.65900789,"(41.965388238, -87.659007885)"
3012718,HJ716464,10/25/2003 2:42,042XX W KAMERLING AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1750,FALSE,FALSE,2534,25,37,23,6,1147558,1908601,2003,4/12/2014 12:43,41.90515932,-87.73341385,"(41.905159324, -87.733413851)"
3294036,HK326749,4/25/2004 21:00,051XX W BLOOMINGDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,4527,FALSE,FALSE,2533,25,37,25,5,1141931,1911525,2004,ERROR,41.91328923,-87.75401131,"(41.913289233, -87.754011314)"
6803317,HR213727,3/12/2009 16:00,0000X N STATE ST,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,4883,FALSE,FALSE,122,1,42,32,6,1176328,1900431,2009,ERROR,41.88213968,-87.6279798,"(41.882139677, -87.627979796)"
9971989,HY161202,2/23/2015 14:56,004XX E 48TH ST,820,THEFT,$500 AND UNDER,APARTMENT,404,FALSE,TRUE,223,2,3,38,6,1180243,1873338,2015,6/3/2015 12:42,41.8077055,-87.61443688,"(41.807705499, -87.614436883)"
6271204,HP353232,5/23/2008 19:45,094XX S BURNSIDE AVE,560,ASSAULT,SIMPLE,RESIDENCE,3954,FALSE,FALSE,633,6,9,44,08A,1182714,1842560,2008,2/6/2008 6:39,41.72319054,-87.60632814,"(41.72319054, -87.60632814)"
2826618,HJ482716,4/1/2003 13:00,034XX W CARROLL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,3974,FALSE,FALSE,1123,11,28,27,5,1153347,1902226,2003,ERROR,41.88755264,-87.71231838,"(41.887552644, -87.712318379)"
7953888,HT186007,3/2/2011 19:00,007XX N WABASH AVE,820,THEFT,$500 AND UNDER,STREET,92,FALSE,FALSE,1834,18,42,8,6,1176565,1905227,2011,3/3/2011 6:43,41.89529481,-87.62696457,"(41.895294805, -87.626964572)"
3979852,HL343037,5/7/2005 19:00,016XX E 50TH ST,810,THEFT,OVER $500,STREET,749,FALSE,FALSE,2132,2,4,39,6,1188465,1872158,2005,4/12/2014 12:43,41.80427482,-87.58431899,"(41.804274819, -87.584318985)"
4101174,HL441592,6/24/2005 16:00,061XX S WESTERN AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),44,FALSE,FALSE,825,8,15,66,6,1161471,1863600,2005,4/12/2014 12:43,41.78139342,-87.68355748,"(41.781393417, -87.683557482)"
2613348,HJ215734,1/16/2003 16:00,077XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,157,FALSE,FALSE,835,NA,18,70,6,1161675,1853495,2003,4/12/2014 12:43,41.75365962,-87.68308964,"(41.753659623, -87.683089644)"
5184536,HM766200,12/9/2006 17:00,031XX W 31ST ST,820,THEFT,$500 AND UNDER,STREET,311,FALSE,FALSE,1033,10,12,30,6,1155985,1883878,2006,4/12/2014 12:43,41.83715096,-87.70312539,"(41.837150955, -87.703125393)"
8230238,HT464106,8/24/2011 19:15,113XX S STEWART AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,3176,FALSE,FALSE,2233,22,34,49,04B,1175621,1829403,2011,ERROR,41.68724728,-87.63270111,"(41.687247278, -87.632701111)"
7374070,HS176750,2/22/2010 20:50,019XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,4263,TRUE,FALSE,1014,10,24,29,15,1150062,1890214,2010,ERROR,41.85465494,-87.72469478,"(41.854654939, -87.724694776)"
5274149,HN143339,1/25/2007 19:00,079XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,TAVERN/LIQUOR STORE,1997,TRUE,FALSE,624,6,8,44,26,1182965,1852736,2007,ERROR,41.75110881,-87.60509336,"(41.751108806, -87.605093358)"
5487050,HN286402,4/16/2007 14:00,039XX N LAWNDALE AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,"SCHOOL, PUBLIC, BUILDING",640,TRUE,FALSE,1732,17,39,16,26,1150988,1925736,2007,ERROR,41.95211271,-87.7203643,"(41.95211271, -87.720364302)"
9176249,HW319713,6/15/2013 10:45,069XX S CRANDON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,2794,FALSE,TRUE,331,3,5,43,08B,1192569,1859188,2013,ERROR,41.76858515,-87.5696902,"(41.76858515, -87.569690199)"
5970003,HN765590,12/18/2007 14:00,028XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,VEHICLE-COMMERCIAL,352,FALSE,FALSE,1412,14,35,21,6,1152714,1918810,2007,4/12/2014 12:43,41.9330732,-87.71420336,"(41.933073195, -87.71420336)"
4936885,HM544641,8/16/2006 20:30,095XX S INDIANA AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,4828,TRUE,FALSE,511,5,6,49,3,1179217,1841960,2006,ERROR,41.72162439,-87.61915547,"(41.72162439, -87.619155472)"
9474839,HX128512,1/26/2014 16:00,019XX W PETERSON AVE,850,THEFT,ATTEMPT THEFT,RESTAURANT,3213,TRUE,FALSE,2413,24,40,2,6,1162040,1939914,2014,ERROR,41.99079366,-87.6793391,"(41.990793656, -87.679339104)"
7802326,HS611894,11/11/2010 18:45,004XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,174,FALSE,FALSE,1134,11,28,27,6,1155148,1897810,2010,ERROR,41.87539874,-87.7058231,"(41.87539874, -87.705823098)"
7731223,HS539017,9/28/2010 22:26,007XX S CALIFORNIA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,4969,TRUE,FALSE,1135,11,2,27,18,1157851,1896880,2010,ERROR,41.87279207,-87.69592406,"(41.872792072, -87.695924058)"
5221374,HN105437,1/4/2007 2:13,088XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,600,TRUE,TRUE,2221,22,21,71,08B,1166921,1846213,2007,4/12/2014 12:43,41.73356636,-87.66407241,"(41.733566359, -87.664072408)"
4542176,HL749208,11/22/2005 6:19,045XX W CERMAK RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,2808,TRUE,FALSE,1012,10,24,29,16,1146657,1889031,2005,ERROR,41.85147418,-87.73722284,"(41.851474184, -87.737222838)"
4562689,HM152355,1/29/2006 19:30,020XX N LAWLER AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,3832,FALSE,FALSE,2522,25,31,19,5,1142381,1913021,2006,ERROR,41.91738607,-87.75232086,"(41.917386066, -87.752320857)"
9707558,HX357398,7/23/2014 17:30,020XX E 71ST ST,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SMALL RETAIL STORE,1641,TRUE,FALSE,331,3,5,43,08A,1191387,1858371,2014,ERROR,41.76637196,-87.57404917,"(41.766371955, -87.574049171)"
4714041,HM227293,3/11/2006 20:25,065XX S WOLCOTT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,622,TRUE,FALSE,726,7,15,67,18,1164765,1861497,2006,ERROR,41.77555357,-87.67154023,"(41.775553569, -87.671540228)"
5921937,HN718848,11/20/2007 17:36,059XX S PAULINA ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,3639,FALSE,FALSE,714,7,15,67,08A,1165991,1865160,2007,2/12/2007 1:04,41.78557933,-87.66694177,"(41.785579331, -87.66694177)"
3218316,HK228080,3/3/2004 15:00,039XX W 79TH ST,330,ROBBERY,AGGRAVATED,"SCHOOL, PUBLIC, GROUNDS",4389,FALSE,FALSE,834,8,18,70,3,1151161,1851841,2004,ERROR,41.74933237,-87.72166324,"(41.749332365, -87.721663241)"
3487515,HK557821,8/14/2004 6:20,006XX N LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,4892,FALSE,FALSE,1524,15,37,25,14,1140252,1903605,2004,ERROR,41.89158678,-87.76037402,"(41.891586777, -87.760374016)"
2451451,HH777241,11/13/2002 4:00,084XX S DREXEL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3522,FALSE,FALSE,632,6,8,44,7,1183741,1848976,2002,ERROR,41.74077291,-87.60236678,"(41.740772908, -87.602366784)"
4502366,HL808084,12/24/2005 13:00,066XX N ASHLAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,2954,FALSE,FALSE,2432,24,40,1,26,1164366,1944194,2005,ERROR,42.00248903,-87.67066171,"(42.002489027, -87.670661713)"
4931618,HM406308,6/10/2006 20:45,026XX W 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,3205,TRUE,FALSE,911,9,12,58,18,1159669,1873369,2006,ERROR,41.80823803,-87.68989599,"(41.808238032, -87.689895989)"
3614068,HK707958,10/24/2004 23:00,066XX S MAY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,3727,FALSE,TRUE,724,7,17,68,08B,1169839,1860579,2004,ERROR,41.77292581,-87.65296611,"(41.77292581, -87.652966109)"
3751122,HK756140,11/17/2004 11:30,071XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,2489,TRUE,FALSE,323,3,6,69,18,1180514,1858040,2004,ERROR,41.76572013,-87.61391242,"(41.765720129, -87.613912421)"
